pdbid,real,predictions,mean_pred
3gbb,6.9,"[5.429797649383545, 5.586966514587402, 5.627886772155762, 5.444404602050781, 5.442070484161377, 5.553677082061768, 5.550949573516846, 5.415104866027832, 5.405240058898926, 5.741196155548096]",5.52
3gr2,2.52,"[4.851161003112793, 4.803427696228027, 4.747387886047363, 4.704776287078857, 4.794830322265625, 4.954577445983887, 4.764932155609131, 4.826883316040039, 4.813421726226807, 4.778287887573242]",4.8
3gv9,2.12,"[5.070509433746338, 4.925899505615234, 4.8435540199279785, 4.9363484382629395, 5.1105451583862305, 4.909756183624268, 4.959609031677246, 4.879697799682617, 4.910377502441406, 5.098043441772461]",4.96
3jya,6.89,"[6.582713603973389, 6.425843238830566, 6.439324378967285, 6.403932094573975, 6.478110313415527, 6.7348952293396, 6.481143951416016, 6.34466552734375, 6.078701496124268, 6.466685771942139]",6.44
3lka,2.82,"[4.880147933959961, 5.211591720581055, 5.192183494567871, 5.241632461547852, 5.229708194732666, 5.3056745529174805, 5.142302513122559, 4.989497184753418, 5.299430847167969, 5.144711971282959]",5.16
3n76,6.85,"[6.042272090911865, 6.027462959289551, 5.986360549926758, 5.97189998626709, 6.184136867523193, 6.177215099334717, 6.185091495513916, 6.0855231285095215, 6.107517242431641, 6.237218379974365]",6.1
3n86,5.64,"[6.698740482330322, 6.811368942260742, 6.65544319152832, 6.6718902587890625, 6.794078826904297, 6.850860118865967, 6.641181945800781, 6.5820631980896, 6.8686418533325195, 6.692727088928223]",6.73
3nq9,4.03,"[6.934550762176514, 6.915600299835205, 6.780792236328125, 6.517422676086426, 6.712348461151123, 6.865118503570557, 6.882289886474609, 6.893800258636475, 6.937745571136475, 6.849679470062256]",6.83
3nx7,8.1,"[6.016702175140381, 6.443397045135498, 6.431685447692871, 6.10646390914917, 5.862765312194824, 6.001125812530518, 6.162652015686035, 5.556164741516113, 6.432758331298828, 6.64560604095459]",6.17
3o9i,11.82,"[9.1908597946167, 9.308969497680664, 8.334882736206055, 9.138042449951172, 8.844979286193848, 9.15771484375, 9.339710235595703, 9.117568969726562, 8.995199203491211, 8.879308700561523]",9.03
3ozs,5.33,"[5.965176105499268, 5.464477062225342, 6.203889846801758, 5.883904933929443, 5.301234722137451, 5.94858455657959, 6.734896183013916, 5.806518077850342, 6.6963791847229, 6.936495304107666]",6.09
3ozt,4.13,"[6.907286167144775, 6.620763778686523, 6.323177337646484, 7.008674621582031, 6.945395469665527, 6.812878608703613, 6.9998931884765625, 7.041533470153809, 7.106492042541504, 6.64266300201416]",6.84
3p5o,7.26,"[5.706279277801514, 5.675776958465576, 5.846269130706787, 5.819407939910889, 5.810481071472168, 5.774660587310791, 5.832675933837891, 5.657154083251953, 5.7539753913879395, 5.861868858337402]",5.77
3prs,7.82,"[7.365995407104492, 6.621616840362549, 7.101215362548828, 7.192480087280273, 7.291270732879639, 6.553913116455078, 6.653515815734863, 6.8631978034973145, 6.881937503814697, 7.186594486236572]",6.97
3pww,7.32,"[7.0273756980896, 6.960699081420898, 7.085178375244141, 6.8507490158081055, 6.949761867523193, 6.993935585021973, 6.805142879486084, 6.988264083862305, 6.901904582977295, 6.940056800842285]",6.95
3qqs,5.82,"[4.6644511222839355, 4.676921844482422, 4.653778553009033, 4.67434549331665, 4.691700458526611, 4.669131755828857, 4.643879413604736, 4.663723945617676, 4.657461643218994, 4.65526819229126]",4.67
3rlr,7.52,"[6.702927589416504, 6.843417167663574, 6.808917045593262, 6.755263328552246, 6.766351699829102, 6.840587615966797, 6.692861080169678, 6.814138889312744, 6.771953582763672, 6.76082706451416]",6.78
3tsk,7.17,"[7.557308673858643, 7.629188060760498, 7.587658882141113, 7.471090316772461, 7.50020170211792, 7.6393256187438965, 7.55984354019165, 7.55647087097168, 7.607343673706055, 7.576449394226074]",7.57
3twp,3.92,"[4.686491012573242, 4.748173713684082, 4.70615291595459, 4.726110458374023, 4.767910957336426, 4.719630241394043, 4.712811470031738, 4.685150146484375, 4.756006717681885, 4.665618419647217]",4.72
3u5j,5.61,"[5.906705856323242, 5.934032440185547, 5.6826558113098145, 6.427719593048096, 5.999748706817627, 6.225115776062012, 6.200880527496338, 6.376784324645996, 6.0692458152771, 5.8513503074646]",6.07
3ui7,9.0,"[6.913750171661377, 6.8114166259765625, 6.894115924835205, 6.899347305297852, 6.851370811462402, 6.9215617179870605, 6.759896755218506, 6.899314880371094, 6.831213474273682, 6.879097938537598]",6.87
3uo4,6.52,"[7.270933628082275, 7.142146110534668, 7.151743412017822, 7.083184242248535, 6.924609184265137, 6.97438383102417, 7.105495929718018, 6.605654239654541, 7.384317874908447, 7.243264675140381]",7.09
3up2,7.4,"[6.786902904510498, 6.6122660636901855, 6.747283935546875, 6.422432899475098, 6.922896862030029, 6.799709320068359, 6.851742744445801, 6.756211280822754, 6.639995574951172, 6.687807559967041]",6.72
3uuo,7.96,"[7.037182331085205, 7.161957740783691, 6.957335948944092, 6.963249206542969, 7.267223834991455, 7.023065567016602, 6.905139923095703, 7.253201007843018, 6.9525675773620605, 7.084811687469482]",7.06
3wtj,6.53,"[6.1814961433410645, 6.559440612792969, 6.126031398773193, 6.511356353759766, 6.534649848937988, 6.3336052894592285, 6.46321439743042, 6.584762096405029, 6.484790325164795, 6.353569507598877]",6.41
3wz8,5.82,"[5.403713703155518, 5.3742899894714355, 5.721555233001709, 5.224691867828369, 5.400688171386719, 5.686570167541504, 5.8051934242248535, 5.553797245025635, 5.755890369415283, 5.732382297515869]",5.57
4agn,3.97,"[4.700171947479248, 4.693820953369141, 4.682001113891602, 4.684974670410156, 4.692877292633057, 4.673704147338867, 4.659087181091309, 4.653589248657227, 4.6623430252075195, 4.690166473388672]",4.68
4agp,4.69,"[4.719841957092285, 4.9291839599609375, 4.807706832885742, 4.735809326171875, 4.716915607452393, 4.6846923828125, 5.218957424163818, 4.738894462585449, 4.701977729797363, 4.6918625831604]",4.79
4agq,5.01,"[4.70767879486084, 4.725788116455078, 4.730243682861328, 4.792659282684326, 4.717794895172119, 4.7465691566467285, 4.792076587677002, 4.808213233947754, 4.716958999633789, 4.738190174102783]",4.75
4ciw,4.82,"[5.7771992683410645, 5.3664870262146, 5.373286247253418, 5.522846698760986, 5.691042900085449, 5.7233476638793945, 5.855500221252441, 5.5377726554870605, 5.8400115966796875, 5.6373114585876465]",5.63
4dld,5.82,"[5.117196083068848, 5.226417064666748, 5.290605068206787, 5.172163963317871, 5.490499019622803, 5.429908752441406, 5.157103061676025, 5.441659450531006, 5.334808349609375, 5.535721778869629]",5.32
4f2w,11.3,"[5.92227029800415, 5.911711692810059, 6.109765529632568, 6.141504764556885, 6.060628890991211, 5.9562153816223145, 6.300876140594482, 5.9059157371521, 6.199040412902832, 6.264030933380127]",6.08
4f3c,11.82,"[6.14879846572876, 6.242849349975586, 6.166443347930908, 6.102144718170166, 6.345427513122559, 6.161929607391357, 6.2745866775512695, 6.011354923248291, 6.153355121612549, 6.5412492752075195]",6.21
4gid,10.77,"[7.171566963195801, 7.264021873474121, 7.264418125152588, 7.322167873382568, 7.195244789123535, 7.206897258758545, 7.269711017608643, 7.2187275886535645, 7.230415344238281, 7.23273229598999]",7.24
4j28,5.7,"[6.731810092926025, 6.83152437210083, 7.16591215133667, 7.008228778839111, 6.8037590980529785, 6.843588829040527, 6.700922012329102, 7.03372859954834, 7.090343952178955, 6.97865629196167]",6.92
4jfs,5.27,"[7.059702396392822, 7.091275691986084, 6.910037994384766, 7.133675575256348, 7.1141157150268555, 6.801306247711182, 7.1730852127075195, 7.163041114807129, 6.9382100105285645, 7.100244045257568]",7.05
4jxs,4.74,"[5.462287425994873, 5.646135330200195, 5.366090774536133, 5.382776737213135, 5.38356351852417, 5.36550235748291, 5.320046901702881, 5.262467861175537, 5.143348217010498, 5.275300025939941]",5.36
4k18,8.96,"[7.06594705581665, 6.9468560218811035, 6.931128978729248, 6.947265625, 7.0086212158203125, 7.083742141723633, 6.968580722808838, 6.978664398193359, 6.857230186462402, 6.92302942276001]",6.97
4kz6,3.1,"[6.053015232086182, 6.092804431915283, 6.2546491622924805, 5.781283855438232, 6.316193103790283, 5.952529430389404, 6.1513142585754395, 6.086459636688232, 6.3018083572387695, 5.921419620513916]",6.09
4kzq,6.1,"[6.280526161193848, 6.364393711090088, 6.108009338378906, 6.326783180236816, 6.045632839202881, 6.518434524536133, 6.288651466369629, 6.077669620513916, 6.187739849090576, 6.152257442474365]",6.24
4kzu,6.5,"[6.593045234680176, 6.496774196624756, 6.570046901702881, 6.31196928024292, 6.808586120605469, 6.330276966094971, 6.561484336853027, 6.566163539886475, 6.947990417480469, 6.361769199371338]",6.55
4llx,2.89,"[5.113688945770264, 5.032504558563232, 5.032085418701172, 5.307665824890137, 5.08112907409668, 5.342308044433594, 5.4162492752075195, 5.193508625030518, 5.251351833343506, 5.070932388305664]",5.18
4lzs,4.8,"[5.062695503234863, 5.123661041259766, 4.892186164855957, 4.987608432769775, 5.019754409790039, 5.018925189971924, 4.996850967407227, 5.0181355476379395, 4.850191593170166, 5.044009208679199]",5.0
4m0y,6.46,"[6.0197367668151855, 6.333709239959717, 5.688509941101074, 5.975841045379639, 5.958600997924805, 5.992757320404053, 6.350824356079102, 6.07462215423584, 6.208759784698486, 6.470643997192383]",6.11
4ogj,6.79,"[6.41379976272583, 6.312885761260986, 6.094541072845459, 6.527294635772705, 6.0412468910217285, 6.355519771575928, 6.485470771789551, 6.329102993011475, 6.27016544342041, 6.459359645843506]",6.33
4pcs,7.85,"[6.882800579071045, 7.545986652374268, 7.601668834686279, 7.230531215667725, 7.256529808044434, 7.082523822784424, 6.939991474151611, 7.289963245391846, 7.114470481872559, 7.45797061920166]",7.24
4wiv,6.26,"[6.567525386810303, 6.233378887176514, 6.496203899383545, 6.374854564666748, 6.380040645599365, 6.407183647155762, 6.4491729736328125, 6.605910778045654, 6.446966648101807, 6.81197452545166]",6.48
5a7b,3.57,"[4.725789546966553, 4.7122883796691895, 4.711425304412842, 4.787426471710205, 4.804210186004639, 4.717926502227783, 4.766057014465332, 4.710108280181885, 4.747744083404541, 4.780001163482666]",4.75
5aba,2.98,"[4.725275039672852, 4.779980182647705, 4.92698335647583, 4.712212562561035, 4.758494853973389, 4.713253021240234, 4.754086494445801, 4.746182918548584, 4.726341724395752, 4.74213981628418]",4.76
5c28,5.66,"[5.406574249267578, 5.613834857940674, 5.838653564453125, 5.357902526855469, 5.144865989685059, 5.506506443023682, 5.793403625488281, 5.726927757263184, 5.580338478088379, 5.339253902435303]",5.53
5c2h,11.09,"[5.734442234039307, 5.801777362823486, 5.44642972946167, 6.176795959472656, 5.6126179695129395, 5.892818450927734, 5.548990249633789, 5.586834907531738, 5.405136585235596, 5.978388786315918]",5.72
5dwr,11.22,"[8.148695945739746, 7.757089614868164, 7.947388172149658, 7.78207540512085, 7.860851764678955, 7.711783409118652, 7.800796031951904, 8.056922912597656, 7.409478187561035, 8.0726900100708]",7.85
